Game Name,Game Link,Developer Name,Publisher Name,Game Genre,Platform,Style Genre,Release Date,Price,Rating,Positive Review,Review
The Settlers® : Heritage of Kings - History Edition,https://store.steampowered.com/app/965300/The_Settlers__Heritage_of_Kings__History_Edition/?snr=1_7_7_240_150_2,Ubisoft Blue Byte,Ubisoft Blue Byte,"Strategy,Colony Sim,City Builder,RTS,Medieval",win,,"22 Jan, 2019",90₴,9,86%,525
Banished,https://store.steampowered.com/app/242920/Banished/?snr=1_7_7_240_150_2,Shining Rock Software LLC,Shining Rock Software LLC,"City Builder,Colony Sim,Strategy,Simulation,Survival,Indie,Singleplayer,Sandbox,Medieval,Relaxing,Resource Management,Economy,Building,Management,Open World,Difficult,Beautiful,Procedural Generation,Historical,RTS",win,,"18 Feb, 2014",279₴,9,89%,34667
Warpips,https://store.steampowered.com/app/1291010/Warpips/?snr=1_7_7_240_150_2,Skirmish Mode Games,Skirmish Mode Games,"Strategy,Tower Defense,RTS,War,Resource Management,Tactical,Auto Battler,Singleplayer,Indie,Pixel Graphics,2.5D,Base Building,Combat,Early Access,Wargame,Action,Vehicular Combat,Stylized,Real Time Tactics,3D",win,"Pixel Graphics,2.5D,Stylized,3D","21 Apr, 2022",346₴,9,88%,2957
My Little Farmies,https://store.steampowered.com/app/789100/My_Little_Farmies/?snr=1_7_7_240_150_2,upjers,upjers,"Free to Play,City Builder,Simulation,Agriculture,Casual,Building,Resource Management,Multiplayer,Medieval,Singleplayer,Management,Relaxing,2D,Trading,Colorful,Cute,Clicker,Historical,Strategy,RTS",win,"2D,Colorful,Cute","27 Feb, 2018",Free To Play,6,53%,405
Graviteam Tactics: Mius-Front,https://store.steampowered.com/app/312980/Graviteam_Tactics_MiusFront/?snr=1_7_7_240_150_2,Graviteam,Graviteam,"Simulation,Strategy,World War II,Wargame,Tanks,RTS,Military,Realistic,Singleplayer,War,Historical,Difficult,Atmospheric,Real Time Tactics,Replay Value,Tactical",win,Realistic,"4 Mar, 2016",429₴,9,88%,807
The Pioneers: Surviving Desolation,https://store.steampowered.com/app/1734390/The_Pioneers_Surviving_Desolation/?snr=1_7_7_240_150_2,Supercube,Supercube,"Early Access,Top-Down,Survival,Management,Base Building,Strategy,Exploration,RPG,Immersive Sim,Class-Based,Crafting,Dynamic Narration,RTS,Simulation,Realistic,Space,Life Sim,Character Customization,Real Time Tactics,3D",win,"Top-Down,Realistic,3D","20 Jan, 2023",600₴,7,76%,231
Destroyer: The U-Boat Hunter,https://store.steampowered.com/app/1272010/Destroyer_The_UBoat_Hunter/?snr=1_7_7_240_150_2,Iron Wolf Studio S.A.,Iron Wolf Studio S.A.,"Early Access,Simulation,Naval Combat,World War II,Military,Immersive Sim,Action,Real Time Tactics,Naval,RTS,War,Submarine,Tactical,3D,Historical,Combat,Wargame,Realistic,Singleplayer,Dynamic Narration",win,"3D,Realistic","28 Sep, 2022",631₴,7,74%,344
Iron Marines,https://store.steampowered.com/app/931280/Iron_Marines/?snr=1_7_7_240_150_2,Ironhide Game Studio,Ironhide Game Studio,"RTS,Strategy,Sci-fi,Singleplayer,Action,2D,Adventure,Aliens,Cartoony,Space,Indie,Military,Casual,Comedy,Colorful,Fantasy,War,Cartoon,Combat,Family Friendly","linux, mac, win","2D,Cartoony,Colorful,Cartoon","15 May, 2019",1 173₴,9,80%,1335
Desperados III,https://store.steampowered.com/app/610370/Desperados_III/?snr=1_7_7_240_150_2,Mimimi Games,Mimimi Games,"Strategy,Real Time Tactics,Stealth,Western,Tactical,Isometric,Singleplayer,Assassin,Difficult,Action,Third Person,Atmospheric,Historical,Violent,Indie,Adventure,Survival,Great Soundtrack,RTS,Top-Down","music, linux, mac, win","Isometric,Third Person,Top-Down","16 Jun, 2020",884₴,10,96%,7804
Airships: Conquer the Skies,https://store.steampowered.com/app/342560/Airships_Conquer_the_Skies/?snr=1_7_7_240_150_2,David Stark,David Stark,"Grand Strategy,PvP,Wargame,Naval Combat,Multiplayer,Real-Time,Competitive,RTS,4X,Online Co-Op,Vehicular Combat,Strategy,2D,Alternate History,Mechs,Steampunk,Tanks,World War I,Co-op,Military","linux, mac, win",2D,"16 Aug, 2018",398₴,10,95%,4521
BattleGroupVR,https://store.steampowered.com/app/1178780/BattleGroupVR/?snr=1_7_7_240_150_2,SpaceOwl Games,SpaceOwl Games,"Early Access,Space Sim,Space,VR,Multiplayer,Co-op,Sci-fi,First-Person,RTS,Strategy,Singleplayer,Simulation,Real Time Tactics,PvP,Tactical,Action,War,Real-Time,Local Co-Op,Bullet Time","linux, win","VR,First-Person","31 Jul, 2020",263₴,9,93%,701
Gears Tactics,https://store.steampowered.com/app/1184050/Gears_Tactics/?snr=1_7_7_240_150_2,"Splash Damage, The Coalition","Splash Damage, The Coalition","Strategy,Turn-Based Tactics,Turn-Based,Gore,Tactical,Violent,RPG,Isometric,Singleplayer,Character Customization,Multiplayer,Sci-fi,Turn-Based Strategy,RTS",win,Isometric,"28 Apr, 2020",989₴,7,75%,5948
Natural Selection 2,https://store.steampowered.com/app/4920/Natural_Selection_2/?snr=1_7_7_240_150_2,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Tactical,Moddable,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure",win,First-Person,"30 Oct, 2012",124₴,9,85%,8154
Warstone TD,https://store.steampowered.com/app/562500/Warstone_TD/?snr=1_7_7_240_150_2,Battlecruiser Games,Battlecruiser Games,"Tower Defense,Strategy,Indie,Co-op,Fantasy,Multiplayer,Story Rich,Great Soundtrack,RTS,PvP,Early Access,Casual","linux, mac, win",,"23 May, 2018",43₴,9,85%,2197
Commandos: Behind Enemy Lines,https://store.steampowered.com/app/6800/Commandos_Behind_Enemy_Lines/?snr=1_7_7_240_150_2,Pyro Studios,Pyro Studios,"Strategy,Stealth,Tactical,World War II,Action,Classic,RTS,Difficult,Real Time Tactics,Isometric,Military,1990's,Singleplayer,Co-op,War,Historical,Retro",win,Isometric,"28 Aug, 1998",110₴,9,89%,2777
Cossacks: Back to War,https://store.steampowered.com/app/4850/Cossacks_Back_to_War/?snr=1_7_7_240_150_2,GSC Game World,GSC Game World,"Strategy,Classic,RTS,Multiplayer,Historical,War,Singleplayer,Nostalgia",win,,"1 Nov, 2002",1 188₴,9,88%,2038
Wargame: Airland Battle,https://store.steampowered.com/app/222750/Wargame_Airland_Battle/?snr=1_7_7_240_150_2,Eugen Systems,Eugen Systems,"Strategy,RTS,Military,Cold War,Wargame,Real Time Tactics,Tactical,Real-Time,Simulation,Multiplayer,War,Realistic,Singleplayer,Difficult,Action,Co-op,Alternate History,America,Indie,Historical","linux, win",Realistic,"29 May, 2013",2 063₴,9,87%,3437
Flooded,https://store.steampowered.com/app/1795470/Flooded/?snr=1_7_7_240_150_2,Artificial Disasters,Artificial Disasters,"RTS,City Builder,Time Management,Resource Management,Management,Building,Pixel Graphics,Isometric,Immersive Sim,Real Time Tactics,Colony Sim,Economy,Strategy,Colorful,God Game,2D,Simulation,Base Building,Clicker,Singleplayer",win,"Pixel Graphics,Isometric,Colorful,2D","12 Apr, 2023",467₴,9,94%,53
The Last Haven,https://store.steampowered.com/app/1203930/The_Last_Haven/?snr=1_7_7_240_150_2,Thunder Devs.,Thunder Devs.,"Strategy,Indie,Base Building,Post-apocalyptic,Simulation,Survival,City Builder,Resource Management,Building,RTS,Open World,Crafting,Management,Singleplayer,Colony Sim,Difficult,Exploration,Atmospheric,Choices Matter,Real-Time with Pause",win,,"17 Feb, 2023",140₴,7,79%,1973
Lord of the Other World,https://store.steampowered.com/app/2313130/Lord_of_the_Other_World/?snr=1_7_7_240_150_2,FYF GAME,FYF GAME,"Early Access,Strategy,Simulation,JRPG,RTS,Trading Card Game,Adventure,Strategy RPG,Roguelite,Anime,City Builder,Card Game,Massively Multiplayer,Wargame,Medieval,Fantasy,War,Turn-Based Combat,2D Platformer,Otome",win,Anime,"26 Feb, 2023",Free,9,81%,302
Nuclear War Simulator,https://store.steampowered.com/app/1603940/Nuclear_War_Simulator/?snr=1_7_7_240_150_2,Bit Mirror,Bit Mirror,"Simulation,Realistic,Modern,Wargame,RTS,Sandbox,Military,Management,Difficult,Real-Time,Open World,Strategy,Singleplayer",win,Realistic,"2 Feb, 2023",379₴,6,62%,108
"Warhammer® 40,000: Dawn of War® – Winter Assault",https://store.steampowered.com/app/9310/Warhammer_40000_Dawn_of_War__Winter_Assault/?snr=1_7_7_240_150_2,Relic Entertainment,Relic Entertainment,"Strategy,Warhammer 40K,RTS,Games Workshop,Base Building,Sci-fi,Multiplayer,Singleplayer,Real-Time,Tactical,Futuristic,War,Action,Classic",win,,"1 Jan, 2006",209₴,9,90%,1352
Anno 2070™,https://store.steampowered.com/app/48240/Anno_2070/?snr=1_7_7_240_150_2,"Blue Byte, Related Designs","Blue Byte, Related Designs","Strategy,City Builder,Simulation,Futuristic,RTS,Economy,Resource Management,Multiplayer,Singleplayer,Sci-fi,Management,Building,Real-Time,Sandbox,Trading,Co-op,Great Soundtrack,Online Co-Op,4X,Story Rich",win,,"17 Nov, 2011",2 121₴,6,59%,10646
I am an Air Traffic Controller 4,https://store.steampowered.com/app/1348390/I_am_an_Air_Traffic_Controller_4/?snr=1_7_7_240_150_2,TechnoBrain,TechnoBrain,"Simulation,Flight,Management,Real Time Tactics,Transportation,Automobile Sim,Jet,Singleplayer,3D,Realistic,Tutorial,Top-Down,Atmospheric,Choices Matter,Beautiful,Puzzle Platformer,RTS",win,"3D,Realistic,Top-Down","15 Oct, 2020",802₴,9,84%,330
Screeps: World,https://store.steampowered.com/app/464350/Screeps_World/?snr=1_7_7_240_150_2,"Screeps, LLC","Screeps, LLC","Programming,Strategy,Massively Multiplayer,Open World,Sandbox,Logic,Base Building,RTS,Minimalist,Difficult,Economy,Indie,Hacking,Colony Sim,Idler,Simulation,Artificial Intelligence,Asynchronous Multiplayer,Building,Management","linux, mac, win",Minimalist,"16 Nov, 2016",249₴,9,89%,1547
Syrian Warfare,https://store.steampowered.com/app/485980/Syrian_Warfare/?snr=1_7_7_240_150_2,Cats Who Play,Cats Who Play,"Real Time Tactics,RTS,Realistic,Military,Atmospheric,Wargame,Historical,Modern,Strategy,Tactical,War,Singleplayer,Indie,Real-Time,Memes,Moddable,Level Editor,Physics,Multiplayer,Simulation",win,Realistic,"21 Feb, 2017",369₴,9,86%,4004
Conan Unconquered,https://store.steampowered.com/app/989690/Conan_Unconquered/?snr=1_7_7_240_150_2,Petroglyph,Petroglyph,"Strategy,RTS,City Builder,Co-op,Simulation,Multiplayer,Singleplayer,Management,Destruction,Indie,Tower Defense,Base Building,Online Co-Op,Building,Survival,Magic,Exploration",win,,"29 May, 2019",738₴,7,71%,1054
The Settlers® : Rise of an Empire - History Edition,https://store.steampowered.com/app/965310/The_Settlers__Rise_of_an_Empire__History_Edition/?snr=1_7_7_240_150_2,Ubisoft Blue Byte,Ubisoft Blue Byte,"Strategy,City Builder,Medieval,Multiplayer,RTS,Singleplayer",win,,"22 Jan, 2019",324₴,7,78%,450
Dummynation,https://store.steampowered.com/app/1892030/Dummynation/?snr=1_7_7_240_150_2,Alejandro Hernández Ferrero,Alejandro Hernández Ferrero,"Grand Strategy,Simulation,Military,Indie,Management,Strategy,Economy,RTS,Diplomacy,Time Management,Resource Management,War,PvP,Real Time Tactics,Choices Matter,Political Sim,Minimalist,Politics,Multiplayer,Colorful","linux, mac, win","Minimalist,Colorful","15 Apr, 2022",199₴,9,80%,362
Ancestors Legacy,https://store.steampowered.com/app/620590/Ancestors_Legacy/?snr=1_7_7_240_150_2,Destructive Creations,Destructive Creations,"Strategy,RTS,Medieval,Historical,Violent,Real-Time,Tactical,War,Great Soundtrack,Multiplayer,Atmospheric,Singleplayer,Vikings,Gore,Action,Co-op,Base Building,Real Time Tactics,City Builder,Local Multiplayer","music, win",,"22 May, 2018",922₴,9,80%,4644
Ashes of the Singularity: Escalation,https://store.steampowered.com/app/507490/Ashes_of_the_Singularity_Escalation/?snr=1_7_7_240_150_3,"Stardock Entertainment, Oxide Games","Stardock Entertainment, Oxide Games","RTS,Wargame,Base Building,Real Time Tactics,PvE,PvP,Strategy,Sci-fi,3D,Third Person,Story Rich,Transhumanism,Moddable,Team-Based,Vehicular Combat,Colorful,Economy,Military,Tactical,Tutorial","music, win","3D,Third Person,Colorful","10 Nov, 2016",1 622₴,7,77%,2371
Taur,https://store.steampowered.com/app/1227780/Taur/?snr=1_7_7_240_150_3,Echo Entertainment,Echo Entertainment,"Strategy,Tower Defense,Action,Indie,Base Building,Sci-fi,RTS,Singleplayer,Robots,Futuristic,Real Time Tactics,Tactical,Minimalist,Destruction,Top-Down Shooter,Automation,Atmospheric,War,Space,Top-Down",win,"Minimalist,Top-Down","20 Feb, 2020",329₴,9,80%,1502
Yokai Art: Night Parade of One Hundred Demons,https://store.steampowered.com/app/1812060/Yokai_Art_Night_Parade_of_One_Hundred_Demons/?snr=1_7_7_240_150_3,Secret Labo,Secret Labo,"Roguelite,Tower Defense,Strategy,Real Time Tactics,Sexual Content,Singleplayer,Casual,Roguelike,Tactical,RTS,Deckbuilding,Puzzle,Wargame,2D,Indie,Cartoon,Cute,Demons,Fantasy,Survival",win,"2D,Cartoon,Cute","28 Sep, 2022",168₴,9,89%,552
Total Annihilation,https://store.steampowered.com/app/298030/Total_Annihilation/?snr=1_7_7_240_150_3,Cavedog Entertainment,Cavedog Entertainment,"Strategy,RTS,Classic,Great Soundtrack,Sci-fi,Multiplayer,Singleplayer,Robots,Retro,Atmospheric,1990's,Base Building,Co-op,Action,Nostalgia,Top-Down",win,Top-Down,"30 Sep, 1997",99₴,10,96%,2725
Touhou Monster TD ~ 幻想乡妖怪塔防,https://store.steampowered.com/app/1671350/Touhou_Monster_TD/?snr=1_7_7_240_150_3,MyACG Studio,MyACG Studio,"RPG,Tactical RPG,Tower Defense,Action RTS,Real Time Tactics,Roguelite,Action,RTS,Female Protagonist,Roguelike,Strategy,2.5D,Cute,Top-Down,Funny,Anime,Casual,Stylized,Fantasy,Tactical","linux, mac, win","2.5D,Cute,Top-Down,Anime,Stylized","1 Oct, 2021",509₴,9,90%,690
SpellForce 3: Versus Edition,https://store.steampowered.com/app/1416260/SpellForce_3_Versus_Edition/?snr=1_7_7_240_150_3,Grimlore Games,Grimlore Games,"Strategy,RPG,Building,Free to Play,Strategy RPG,Action RPG,RTS,Multiplayer,Atmospheric,Fantasy,PvP,Online Co-Op,Gore,Base Building,3D,Top-Down,Dark Fantasy,Action RTS,Level Editor",win,"3D,Top-Down","3 Nov, 2020",Free To Play,7,76%,1169
"Warhammer® 40,000: Dawn of War® II Chaos Rising",https://store.steampowered.com/app/20570/Warhammer_40000_Dawn_of_War_II_Chaos_Rising/?snr=1_7_7_240_150_3,"Relic Entertainment, Feral Interactive (Mac/Linux)","Relic Entertainment, Feral Interactive (Mac/Linux)","Strategy,Warhammer 40K,RTS,Sci-fi,Multiplayer,Games Workshop,Tactical,Co-op,Real-Time,RPG,Singleplayer,Action,Great Soundtrack,Gore,Real Time Tactics,Futuristic,Atmospheric","linux, mac, win",,"11 Mar, 2010",279₴,9,88%,1580
Door Kickers,https://store.steampowered.com/app/248610/Door_Kickers/?snr=1_7_7_240_150_3,KillHouse Games,KillHouse Games,"Tactical,Strategy,Top-Down,Simulation,Action,Indie,Singleplayer,2D,Real-Time with Pause,Replay Value,Co-op,Real Time Tactics,RTS,Top-Down Shooter,Shooter,Moddable,Puzzle,Level Editor,Difficult,Multiplayer","linux, win","Top-Down,2D","20 Oct, 2014",1 115₴,9,94%,7464
Commandos 3 - HD Remaster,https://store.steampowered.com/app/1469170/Commandos_3__HD_Remaster/?snr=1_7_7_240_150_3,Raylight Games,Raylight Games,"Strategy,Action-Adventure,Real Time Tactics,RTS,World War II,Wargame,3D,Isometric,Realistic,Top-Down,Atmospheric,Historical,Military,Stealth,Tactical,War,PvP,Choices Matter,Combat,Controller",win,"3D,Isometric,Realistic,Top-Down","30 Aug, 2022",652₴,6,56%,157
Impossible Creatures Steam Edition,https://store.steampowered.com/app/324680/Impossible_Creatures_Steam_Edition/?snr=1_7_7_240_150_3,"Relic Entertainment, THQ Nordic","Relic Entertainment, THQ Nordic","Strategy,RTS,Cult Classic,Singleplayer,Multiplayer,Base Building,Classic,Real-Time,War,Sci-fi,Action,Retro,Adventure",win,,"7 Jan, 2003",169₴,10,95%,1291
My Lands: Black Gem Hunting,https://store.steampowered.com/app/290730/My_Lands_Black_Gem_Hunting/?snr=1_7_7_240_150_3,"Gravvit Ltd, Forbes  Consult Ltd","Gravvit Ltd, Forbes  Consult Ltd","Strategy,Free to Play,RTS,Massively Multiplayer,Multiplayer,Indie,Casual,Adventure,MMORPG,Singleplayer,RPG,Co-op,2D",win,2D,"16 Sep, 2014",Free To Play,9,84%,3284
Attack on Toys,https://store.steampowered.com/app/1269690/Attack_on_Toys/?snr=1_7_7_240_150_3,N7T-GAMES,N7T-GAMES,"Early Access,Action RTS,Real Time Tactics,Third-Person Shooter,Grand Strategy,RTS,FPS,First-Person,Shooter,Wargame,Strategy,Management,Tower Defense,Building,Military,Survival,Arcade,War,Open World,Singleplayer",win,First-Person,"24 Sep, 2021",129₴,9,93%,443
8-Bit Armies,https://store.steampowered.com/app/427250/8Bit_Armies/?snr=1_7_7_240_150_3,Petroglyph,Petroglyph,"Strategy,Simulation,Indie,RTS,Pixel Graphics,Multiplayer,Voxel,Co-op,Base Building,War,Great Soundtrack,Action,Singleplayer,Retro","music, win","Pixel Graphics,Voxel","22 Apr, 2016",763₴,9,81%,1790
Mashinky,https://store.steampowered.com/app/598960/Mashinky/?snr=1_7_7_240_150_3,Jan Zelený,Jan Zelený,"Early Access,Strategy,Simulation,Trains,Management,Sandbox,Economy,Transportation,Procedural Generation,Difficult,RTS,Open World,2D,3D,Isometric,Historical,Realistic,Level Editor,Moddable,Resource Management",win,"2D,3D,Isometric,Realistic","6 Oct, 2018",329₴,9,87%,2002
Ancient Wars: Sparta Definitive Edition,https://store.steampowered.com/app/1693250/Ancient_Wars_Sparta_Definitive_Edition/?snr=1_7_7_240_150_3,JOTASOFT STUDIOS,JOTASOFT STUDIOS,"Early Access,Strategy,RPG,RTS,Battle Royale,City Builder,Action RTS,Wargame,Strategy RPG,Rome,3D,Historical,Real Time Tactics,Building,Destruction,Funny,Economy,War,Medieval,Military",win,3D,"28 Jan, 2022",289₴,7,75%,198
Creeper World 3: Arc Eternal,https://store.steampowered.com/app/280220/Creeper_World_3_Arc_Eternal/?snr=1_7_7_240_150_3,Knuckle Cracker,Knuckle Cracker,"Tower Defense,Strategy,Indie,RTS,Singleplayer,Sci-fi,Real-Time with Pause,Simulation,Base Building,Level Editor,Top-Down,Addictive,2D,Resource Management,Survival,Real-Time,Pixel Graphics,Sandbox,Great Soundtrack","music, linux, mac, win","Top-Down,2D,Pixel Graphics","27 Mar, 2014",1 046₴,10,96%,3591
Crossfire: Legion,https://store.steampowered.com/app/1072190/Crossfire_Legion/?snr=1_7_7_240_150_3,Blackbird Interactive,Blackbird Interactive,"Strategy,RTS,PvP,Isometric,PvE,Action RTS,eSports,Real Time Tactics,Base Building,Resource Management,Tactical,Multiplayer,Futuristic,Wargame,War,Online Co-Op,Singleplayer,Action,Combat,Co-op",win,Isometric,"8 Dec, 2022",379₴,6,65%,489
STAR WARS™ Rebellion,https://store.steampowered.com/app/441550/STAR_WARS_Rebellion/?snr=1_7_7_240_150_3,Coolhand Interactive,Coolhand Interactive,"Strategy,Grand Strategy,Classic,Sci-fi,Singleplayer,4X,RTS,1990's,Space",win,,"28 Feb, 1998",3 615₴,9,90%,929
Hot Springs Story 2,https://store.steampowered.com/app/2089450/Hot_Springs_Story_2/?snr=1_7_7_240_150_3,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","Simulation,Colony Sim,Life Sim,Casual,RTS,Pixel Graphics,City Builder,2D,Cute,Retro,Building,Cooking,Strategy,Singleplayer,2D Platformer,1990's,Controller,Indie",win,"Pixel Graphics,2D,Cute","18 Dec, 2022",4 729₴,8,86%,38
Offworld Trading Company,https://store.steampowered.com/app/271240/Offworld_Trading_Company/?snr=1_7_7_240_150_3,Mohawk Games,Mohawk Games,"Simulation,Sci-fi,Multiplayer,Resource Management,Singleplayer,Management,Sandbox,Strategy,Building,Economy,Co-op,Base Building,Futuristic,RTS,City Builder,Space,Online Co-Op,Colony Sim,Survival,Moddable","mac, win",,"28 Apr, 2016",1 177₴,7,76%,3338
Tooth and Tail,https://store.steampowered.com/app/286000/Tooth_and_Tail/?snr=1_7_7_240_150_3,Pocketwatch Games,Pocketwatch Games,"Strategy,RTS,Pixel Graphics,Multiplayer,Indie,Action,Casual,Great Soundtrack,2D,Competitive,Controller,Singleplayer,Isometric,Split Screen,Local Multiplayer,Local Co-Op,Story Rich,Procedural Generation,Co-op,4 Player Local","music, linux, mac, win","Pixel Graphics,2D,Isometric,Split Screen","12 Sep, 2017",651₴,9,82%,2706
Castle Story,https://store.steampowered.com/app/227860/Castle_Story/?snr=1_7_7_240_150_3,Sauropod Studio,Sauropod Studio,"Colony Sim,Strategy,Building,Sandbox,Multiplayer,Survival,Open World Survival Craft,Indie,Singleplayer,Open World,Tower Defense,Crafting,Co-op,RTS,Early Access,Simulation,Kickstarter,Voxel,Adventure,Casual","linux, mac, win",Voxel,"17 Aug, 2017",424₴,6,64%,7545
"Imperivm RTC - HD Edition ""Great Battles of Rome""",https://store.steampowered.com/app/752580/Imperivm_RTC__HD_Edition_Great_Battles_of_Rome/?snr=1_7_7_240_150_3,"Dinamic Games, Imperivm World","Dinamic Games, Imperivm World","Strategy,RTS,Wargame,Historical,2D,Military,Old School,Combat,Multiplayer,PvP,Singleplayer,Funny,Rome",win,2D,"16 Aug, 2021",145₴,6,67%,397
Wargame: European Escalation,https://store.steampowered.com/app/58610/Wargame_European_Escalation/?snr=1_7_7_240_150_3,Eugen Systems,Eugen Systems,"Strategy,RTS,Military,Cold War,Wargame,Realistic,Simulation,Alternate History,Real Time Tactics,War,Singleplayer,Action,Real-Time,Multiplayer,Tactical,Indie,Tanks,Historical,Co-op,Replay Value","linux, mac, win",Realistic,"22 Feb, 2012",2 063₴,7,75%,2366
AI War 2,https://store.steampowered.com/app/573410/AI_War_2/?snr=1_7_7_240_150_3,"Arcen Games, LLC","Arcen Games, LLC","Strategy,Space,Sci-fi,4X,Grand Strategy,Simulation,Tactical,RTS,War,Management,Real-Time with Pause,Moddable,Sandbox,Singleplayer,Multiplayer,Military,Real-Time,Economy,Real Time Tactics,Atmospheric","linux, mac, win",,"22 Oct, 2019",707₴,9,88%,990
Circle Empires Rivals,https://store.steampowered.com/app/1100260/Circle_Empires_Rivals/?snr=1_7_7_240_150_3,Luminous,Luminous,"Tactical,Multiplayer,Online Co-Op,Top-Down,Fantasy,Strategy,Fast-Paced,Economy,Dragons,Competitive,PvP,PvE,Action,Team-Based,Resource Management,Casual,Colorful,RTS,Cute,Base Building","music, win","Top-Down,Colorful,Cute","15 Apr, 2020",711₴,9,90%,1188
Close Combat: Cross of Iron,https://store.steampowered.com/app/1367320/Close_Combat_Cross_of_Iron/?snr=1_7_7_240_150_3,Strategy 3 Tactics,Strategy 3 Tactics,"Simulation,Strategy,RTS,Real Time Tactics,Fighting,World War II,Wargame,Military,2D,Tactical,PvP,Artificial Intelligence,Multiplayer,Singleplayer,Combat",win,2D,"20 Jun, 2011",2 610₴,9,84%,92
Buggos,https://store.steampowered.com/app/789660/Buggos/?snr=1_7_7_240_150_3,Intrepid Marmot,Intrepid Marmot,"Auto Battler,RTS,Sci-fi,Pixel Graphics,2D,Indie,Strategy,Simulation,Building,Singleplayer,Level Editor,Base Building,Wargame,Space,Villain Protagonist,Aliens,Top-Down,Horror,Tactical,Colony Sim",win,"Pixel Graphics,2D,Top-Down","17 Mar, 2022",250₴,9,86%,492
Leave No One Behind: Ia Drang,https://store.steampowered.com/app/1635350/Leave_No_One_Behind_Ia_Drang/?snr=1_7_7_240_150_3,Gaming 301,Gaming 301,"Strategy,RTS,Action RTS,Wargame,Real Time Tactics,3D,Cinematic,Realistic,Top-Down,Historical,Management,America,Destruction,Tactical,Military,War,PvE,Singleplayer,Combat,Simulation",win,"3D,Cinematic,Realistic,Top-Down","2 Mar, 2022",460₴,6,49%,179
Army Men RTS,https://store.steampowered.com/app/694500/Army_Men_RTS/?snr=1_7_7_240_150_3,Pandemic Studios,Pandemic Studios,"Strategy,RTS,Action,Multiplayer,Classic,Singleplayer",win,,"28 Mar, 2002",528₴,9,87%,741
Role of Hex,https://store.steampowered.com/app/1479880/Role_of_Hex/?snr=1_7_7_240_150_3,Verde,Verde,"Roguelike,Tower Defense,Procedural Generation,Exploration,PvE,Sci-fi,Open World Survival Craft,Real Time Tactics,Base Building,Perma Death,Strategy,RTS,Action Roguelike,2D,Top-Down,Military,Tactical,Automation,Hex Grid,Adventure",win,"2D,Top-Down","20 Feb, 2023",168₴,8,85%,47
Battlefleet Gothic: Armada,https://store.steampowered.com/app/363680/Battlefleet_Gothic_Armada/?snr=1_7_7_240_150_3,Tindalos Interactive,Tindalos Interactive,"Strategy,Warhammer 40K,Space,RTS,Sci-fi,Games Workshop,Multiplayer,Singleplayer,Tactical,Real Time Tactics,Gothic,Fantasy,Action,Co-op,War,Great Soundtrack,Survival,Difficult,Dark Fantasy,Naval","music, win",,"21 Apr, 2016",411₴,6,68%,4638
Hot Springs Story,https://store.steampowered.com/app/1823710/Hot_Springs_Story/?snr=1_7_7_240_150_3,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","Simulation,Casual,Pixel Graphics,Building,Singleplayer,2D,Life Sim,City Builder,Cute,Strategy,Indie,Colony Sim,Sandbox,RTS,2D Platformer,Real Time Tactics,Immersive Sim,Comedy,Retro,1990's",win,"Pixel Graphics,2D,Cute","27 Mar, 2022",79₴,9,92%,143
Men of War™,https://store.steampowered.com/app/7830/Men_of_War/?snr=1_7_7_240_150_3,"Best Way, Digitalmindsoft","Best Way, Digitalmindsoft","Strategy,World War II,RTS,Tactical,Multiplayer,Military,Real Time Tactics,Realistic,War,Co-op,Action,Singleplayer,Moddable,Simulation,Historical,Level Editor,Mod,Shooter,Real-Time,Sandbox",win,Realistic,"6 May, 2009",2 620₴,9,89%,2631
Line War,https://store.steampowered.com/app/1309610/Line_War/?snr=1_7_7_240_150_3,Studio Centurion,Studio Centurion,"Strategy,RTS,Multiplayer,PvP,Procedural Generation,Wargame,4X,Colorful,Auto Battler,Military,Artificial Intelligence,Combat,Real Time Tactics,Resource Management,Grand Strategy,Cold War,World War II,Board Game,Tabletop,Top-Down",win,"Colorful,Top-Down","5 May, 2022",279₴,9,80%,524
Medieval Kingdom Wars,https://store.steampowered.com/app/499660/Medieval_Kingdom_Wars/?snr=1_7_7_240_150_3,Reverie World Studios,Reverie World Studios,"Grand Strategy,RTS,Medieval,Base Building,City Builder,Diplomacy,Strategy,Economy,Action RTS,Wargame,Real Time Tactics,Sandbox,Tutorial,4X,Crafting,War,Survival,Simulation,PvE,PvP",win,,"3 Jan, 2019",153₴,7,78%,2185
Overlord™,https://store.steampowered.com/app/11450/Overlord/?snr=1_7_7_240_150_3,Triumph Studios,Triumph Studios,"Hack and Slash,Dark Fantasy,Puzzle,RTS,Action RPG,Villain Protagonist,Action-Adventure,RPG,Strategy,Third Person,Dark Humor,Funny,Open World,Story Rich,Action,Fantasy,Atmospheric,Comedy,Adventure,Multiplayer",win,Third Person,"26 Jun, 2007",484₴,9,93%,4081
